Unique ID,Authors,Title of Presentation,Yr Presented,Title of the Work,Yr published,Venue/Publication,Type,Topics/Trends (L),Methodologies,Region (L),Locality,Link,Notes,Who?,Checked?,Zotero?
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,,,,,,FALSE,FALSE
